,Crop,Crop_Year,Season,State,Annual_Rainfall,Yield,Fertilizer_per_ha,Pesticide_per_ha
436,tapioca,1999,whole year,puducherry,1434.5875,18.29,106.13,0.27
437,urad,1999,rabi,puducherry,1434.5875,0.763333333,106.13,0.26999999999999996
439,arhar/tur,1999,kharif,west bengal,2318.1,0.83,106.13000000000001,0.26999999999999996
440,bajra,1999,kharif,west bengal,2318.1,0.606666667,106.13,0.27
441,barley,1999,rabi,west bengal,2318.1,0.776666667,106.13,0.27
442,cardamom,1999,whole year,west bengal,2318.1,0.24,106.13,0.27
443,castor seed,1999,kharif,west bengal,2318.1,0.69,106.13000000000001,0.26999999999999996
445,cotton(lint),1999,kharif,west bengal,2318.1,2.72,106.13,0.27
446,dry chillies,1999,autumn,west bengal,2318.1,0.717222222,106.13000000000001,0.26999999999999996
447,dry chillies,1999,rabi,west bengal,2318.1,1.043333333,106.13,0.27
448,ginger,1999,kharif,west bengal,2318.1,1.662777778,106.13,0.27
449,gram,1999,rabi,west bengal,2318.1,0.826923077,106.13,0.26999999999999996
450,groundnut,1999,kharif,west bengal,2318.1,1.16625,106.13000000000001,0.26999999999999996
451,groundnut,1999,rabi,west bengal,2318.1,1.525,106.13,0.27
452,groundnut,1999,summer,west bengal,2318.1,1.315,106.13,0.27
453,horse-gram,1999,rabi,west bengal,2318.1,0.452,106.13,0.27
454,jowar,1999,kharif,west bengal,2318.1,0.68,106.13,0.27
455,jute,1999,kharif,west bengal,2318.1,13.94058824,106.13000000000001,0.26999999999999996
456,khesari,1999,rabi,west bengal,2318.1,0.999375,106.13000000000001,0.26999999999999996
457,linseed,1999,rabi,west bengal,2318.1,0.360769231,106.13,0.27
458,maize,1999,kharif,west bengal,2318.1,1.941538462,106.13,0.27
459,masoor,1999,rabi,west bengal,2318.1,0.636470588,106.13,0.27
460,mesta,1999,kharif,west bengal,2318.1,9.842142857,106.13,0.27
461,moong(green gram),1999,kharif,west bengal,2318.1,0.5325,106.13,0.27
462,moong(green gram),1999,rabi,west bengal,2318.1,0.615,106.13,0.27
463,moong(green gram),1999,summer,west bengal,2318.1,0.850625,106.13,0.27
464,niger seed,1999,kharif,west bengal,2318.1,0.3875,106.13000000000001,0.27
465,other kharif pulses,1999,kharif,west bengal,2318.1,0.591666667,106.13,0.27
466,peas & beans (pulses),1999,rabi,west bengal,2318.1,0.931333333,106.13,0.27
467,potato,1999,summer,west bengal,2318.1,13.4,106.13000000000001,0.26999999999999996
468,potato,1999,winter,west bengal,2318.1,20.56777778,106.13,0.27
469,ragi,1999,kharif,west bengal,2318.1,0.898,106.13000000000001,0.27
470,rapeseed &mustard,1999,rabi,west bengal,2318.1,0.766111111,106.13,0.27
471,rice,1999,autumn,west bengal,2318.1,1.868888889,106.13,0.27
472,rice,1999,summer,west bengal,2318.1,2.897222222,106.12999997286919,0.27
473,rice,1999,winter,west bengal,2318.1,1.906666667,106.13000000470704,0.26999999999999996
474,safflower,1999,rabi,west bengal,2318.1,0.542,106.13000000000001,0.26999999999999996
475,sannhamp,1999,autumn,west bengal,2318.1,5.421666667,106.13,0.26999999999999996
476,sannhamp,1999,rabi,west bengal,2318.1,3.6,106.13,0.27
477,sesamum,1999,autumn,west bengal,2318.1,0.377777778,106.13,0.27
478,sesamum,1999,summer,west bengal,2318.1,0.638235294,106.13000000000001,0.27
479,sesamum,1999,winter,west bengal,2318.1,0.5425,106.13,0.27
480,small millets,1999,kharif,west bengal,2318.1,0.617142857,106.13,0.27
481,small millets,1999,rabi,west bengal,2318.1,0.918,106.13,0.27
482,soyabean,1999,kharif,west bengal,2318.1,0.448333333,106.13,0.27
483,sugarcane,1999,whole year,west bengal,2318.1,78.571875,106.13,0.27
484,sunflower,1999,kharif,west bengal,2318.1,0.683333333,106.13,0.27
485,tobacco,1999,whole year,west bengal,2318.1,0.592,106.13,0.27
486,turmeric,1999,whole year,west bengal,2318.1,1.425555556,106.13000000000001,0.26999999999999996
487,urad,1999,kharif,west bengal,2318.1,0.566666667,106.13,0.27
488,urad,1999,rabi,west bengal,2318.1,0.636923077,106.13,0.27
489,wheat,1999,rabi,west bengal,2318.1,2.096666667,106.13,0.27
491,arhar/tur,2000,kharif,andhra pradesh,935.6,0.433181818,98.17,0.26
492,arhar/tur,2000,rabi,andhra pradesh,935.6,0.42375,98.17,0.26
493,bajra,2000,kharif,andhra pradesh,935.6,1.001666667,98.17,0.26
494,bajra,2000,rabi,andhra pradesh,935.6,0.883125,98.17,0.26
495,banana,2000,whole year,andhra pradesh,935.6,17.63090909,98.17,0.26
496,cashewnut,2000,whole year,andhra pradesh,935.6,0.190625,98.17,0.26
497,castor seed,2000,kharif,andhra pradesh,935.6,0.339047619,98.16999999999999,0.26
499,coriander,2000,whole year,andhra pradesh,935.6,0.395,98.17,0.26
500,cotton(lint),2000,kharif,andhra pradesh,935.6,1.687727273,98.17000002936221,0.26
501,dry chillies,2000,kharif,andhra pradesh,935.6,2.146818182,98.16999999999999,0.26
502,dry chillies,2000,rabi,andhra pradesh,935.6,2.023181818,98.17,0.26
503,ginger,2000,whole year,andhra pradesh,935.6,3.14875,98.17,0.26
504,gram,2000,kharif,andhra pradesh,935.6,1.1575,98.17,0.26
505,gram,2000,rabi,andhra pradesh,935.6,1.4145,98.17,0.26
506,groundnut,2000,kharif,andhra pradesh,935.6,0.904090909,98.1699999812658,0.26
507,groundnut,2000,rabi,andhra pradesh,935.6,1.668181818,98.17,0.25999999999999995
508,horse-gram,2000,kharif,andhra pradesh,935.6,0.5,98.17,0.26
509,horse-gram,2000,rabi,andhra pradesh,935.6,0.209545455,98.17,0.26
510,jowar,2000,kharif,andhra pradesh,935.6,0.830909091,98.17,0.26
511,jowar,2000,rabi,andhra pradesh,935.6,0.840909091,98.17,0.25999999999999995
512,linseed,2000,rabi,andhra pradesh,935.6,0.2075,98.17,0.26
513,maize,2000,kharif,andhra pradesh,935.6,2.564545455,98.16999999999999,0.26
514,maize,2000,rabi,andhra pradesh,935.6,5.019545455,98.17,0.26
515,mesta,2000,kharif,andhra pradesh,935.6,8.745384615,98.17,0.26
516,moong(green gram),2000,kharif,andhra pradesh,935.6,0.404090909,98.17,0.26
517,moong(green gram),2000,rabi,andhra pradesh,935.6,0.371578947,98.17,0.26
518,niger seed,2000,kharif,andhra pradesh,935.6,0.36,98.17,0.26
519,onion,2000,kharif,andhra pradesh,935.6,12.77315789,98.17,0.26
520,onion,2000,rabi,andhra pradesh,935.6,22.5085,98.16999999999999,0.26
521,other  rabi pulses,2000,rabi,andhra pradesh,935.6,0.324705882,98.17,0.26
522,other kharif pulses,2000,kharif,andhra pradesh,935.6,0.275263158,98.17,0.26
523,potato,2000,whole year,andhra pradesh,935.6,6.14375,98.17,0.26
524,ragi,2000,kharif,andhra pradesh,935.6,1.172,98.17,0.25999999999999995
525,ragi,2000,rabi,andhra pradesh,935.6,1.639285714,98.17,0.26
526,rapeseed &mustard,2000,rabi,andhra pradesh,935.6,0.151538462,98.17,0.26
527,rice,2000,kharif,andhra pradesh,935.6,2.7,98.16999999667074,0.26
528,rice,2000,rabi,andhra pradesh,935.6,2.939090909,98.16999999192932,0.26
529,safflower,2000,rabi,andhra pradesh,935.6,0.34,98.17,0.25999999999999995
530,sesamum,2000,kharif,andhra pradesh,935.6,0.192272727,98.16999999999999,0.26
531,sesamum,2000,rabi,andhra pradesh,935.6,0.204444444,98.17,0.26
532,small millets,2000,kharif,andhra pradesh,935.6,0.668125,98.17,0.26
533,small millets,2000,rabi,andhra pradesh,935.6,0.681666667,98.17,0.26
534,sugarcane,2000,whole year,andhra pradesh,935.6,73.8955,98.17,0.26
535,sunflower,2000,kharif,andhra pradesh,935.6,1.038421053,98.17,0.26
536,sweet potato,2000,whole year,andhra pradesh,935.6,13.93277778,98.17,0.26
537,tapioca,2000,whole year,andhra pradesh,935.6,7.528,98.17,0.26
538,tobacco,2000,whole year,andhra pradesh,935.6,3.364285714,98.17,0.26
539,urad,2000,kharif,andhra pradesh,935.6,0.1615,98.17,0.26
540,urad,2000,rabi,andhra pradesh,935.6,0.655454545,98.17,0.26
541,wheat,2000,rabi,andhra pradesh,935.6,0.581818182,98.17,0.26
543,arhar/tur,2000,kharif,assam,1965.5,0.714347826,98.17,0.26
544,banana,2000,whole year,assam,1965.5,13.73217391,98.17,0.26
545,castor seed,2000,kharif,assam,1965.5,0.417619048,98.17,0.26
547,cotton(lint),2000,kharif,assam,1965.5,0.426521739,98.17,0.26
548,dry chillies,2000,whole year,assam,1965.5,0.637826087,98.17,0.26
549,gram,2000,rabi,assam,1965.5,0.462380952,98.17,0.26
550,jute,2000,kharif,assam,1965.5,9.794782609,98.17,0.26
551,linseed,2000,rabi,assam,1965.5,0.505238095,98.17,0.26
552,maize,2000,kharif,assam,1965.5,0.605652174,98.17,0.26
553,mesta,2000,kharif,assam,1965.5,4.657368421,98.17,0.26
554,niger seed,2000,kharif,assam,1965.5,0.627368421,98.17,0.26
555,onion,2000,whole year,assam,1965.5,2.331304348,98.17,0.26
556,other  rabi pulses,2000,rabi,assam,1965.5,0.52173913,98.17,0.26
557,potato,2000,whole year,assam,1965.5,7.459565217,98.17,0.26
558,rapeseed &mustard,2000,rabi,assam,1965.5,0.499565217,98.17,0.26
559,rice,2000,autumn,assam,1965.5,1.197826087,98.16999999999999,0.26
560,rice,2000,summer,assam,1965.5,1.825217391,98.17,0.26
561,rice,2000,winter,assam,1965.5,1.581304348,98.17000000562665,0.26
562,sesamum,2000,kharif,assam,1965.5,0.489565217,98.17,0.26
563,small millets,2000,kharif,assam,1965.5,0.495454545,98.17,0.26
564,sugarcane,2000,whole year,assam,1965.5,36.57217391,98.17,0.26
565,sweet potato,2000,whole year,assam,1965.5,3.435217391,98.16999999999999,0.26
566,tapioca,2000,whole year,assam,1965.5,4.423478261,98.17000000000002,0.26
567,tobacco,2000,whole year,assam,1965.5,0.584782609,98.17,0.25999999999999995
568,turmeric,2000,whole year,assam,1965.5,0.668695652,98.16999999999999,0.26
569,wheat,2000,rabi,assam,1965.5,1.175909091,98.17,0.25999999999999995
571,banana,2000,whole year,goa,3886.9,7.37,98.17,0.26
572,black pepper,2000,whole year,goa,3886.9,0.21,98.17,0.26
573,cashewnut,2000,whole year,goa,3886.9,0.4,98.16999999999999,0.26
575,groundnut,2000,kharif,goa,3886.9,1.58,98.16999999999999,0.26
576,groundnut,2000,rabi,goa,3886.9,1.82,98.17,0.26
577,other  rabi pulses,2000,rabi,goa,3886.9,0.92,98.17,0.26
578,other kharif pulses,2000,kharif,goa,3886.9,0.48,98.17,0.26
579,ragi,2000,kharif,goa,3886.9,1.0,98.17,0.26
580,rice,2000,kharif,goa,3886.9,2.36,98.17,0.26
581,rice,2000,rabi,goa,3886.9,2.81,98.17,0.26
582,sugarcane,2000,whole year,goa,3886.9,58.2,98.17,0.26
584,arhar/tur,2000,kharif,karnataka,1213.3,0.492083333,98.17,0.26
585,bajra,2000,kharif,karnataka,1213.3,0.662352941,98.16999999999999,0.26
586,bajra,2000,rabi,karnataka,1213.3,0.81,98.17,0.26
587,bajra,2000,summer,karnataka,1213.3,1.11,98.17,0.26
588,banana,2000,whole year,karnataka,1213.3,18.36037037,98.17,0.26
589,black pepper,2000,whole year,karnataka,1213.3,2.263636364,98.16999999999999,0.26
590,cardamom,2000,whole year,karnataka,1213.3,0.06,98.17,0.26
591,castor seed,2000,kharif,karnataka,1213.3,1.31,98.17,0.26
593,coriander,2000,whole year,karnataka,1213.3,0.119047619,98.17,0.26
594,cotton(lint),2000,kharif,karnataka,1213.3,1.593333333,98.17,0.26
595,dry chillies,2000,whole year,karnataka,1213.3,1.049259259,98.16999999999999,0.26
596,garlic,2000,whole year,karnataka,1213.3,1.491333333,98.16999999999999,0.26
597,ginger,2000,kharif,karnataka,1213.3,12.76823529,98.17000000000002,0.26
598,gram,2000,rabi,karnataka,1213.3,0.622380952,98.16999999999999,0.26
599,groundnut,2000,kharif,karnataka,1213.3,0.9464,98.17,0.26
600,groundnut,2000,rabi,karnataka,1213.3,1.173846154,98.17,0.26
601,horse-gram,2000,kharif,karnataka,1213.3,0.63625,98.17,0.25999999999999995
602,horse-gram,2000,rabi,karnataka,1213.3,0.454583333,98.17,0.25999999999999995
603,jowar,2000,kharif,karnataka,1213.3,1.395238095,98.17,0.26
604,jowar,2000,rabi,karnataka,1213.3,0.674210526,98.16999997087566,0.25999999999999995
605,jowar,2000,summer,karnataka,1213.3,2.018571429,98.17,0.26
606,linseed,2000,rabi,karnataka,1213.3,0.360714286,98.17,0.25999999999999995
607,maize,2000,kharif,karnataka,1213.3,3.1712,98.17,0.26
608,maize,2000,rabi,karnataka,1213.3,2.397368421,98.17,0.26
609,maize,2000,summer,karnataka,1213.3,2.774761905,98.17,0.26
610,mesta,2000,kharif,karnataka,1213.3,1.807142857,98.17,0.26
611,moong(green gram),2000,kharif,karnataka,1213.3,0.419130435,98.17,0.26
612,moong(green gram),2000,rabi,karnataka,1213.3,0.26875,98.17,0.26
613,niger seed,2000,kharif,karnataka,1213.3,0.213043478,98.16999999999999,0.26
614,onion,2000,whole year,karnataka,1213.3,6.0164,98.17,0.26
615,other  rabi pulses,2000,rabi,karnataka,1213.3,0.117407407,98.17,0.26
616,other kharif pulses,2000,kharif,karnataka,1213.3,0.2812,98.17,0.26
617,potato,2000,whole year,karnataka,1213.3,11.70933333,98.17,0.26
618,ragi,2000,kharif,karnataka,1213.3,1.644,98.17,0.26
619,ragi,2000,rabi,karnataka,1213.3,1.385384615,98.17,0.26
620,ragi,2000,summer,karnataka,1213.3,1.982857143,98.17,0.26
621,rapeseed &mustard,2000,rabi,karnataka,1213.3,0.208888889,98.17,0.26
622,rice,2000,kharif,karnataka,1213.3,2.357407407,98.1699999732274,0.26
623,rice,2000,rabi,karnataka,1213.3,2.064615385,98.16999999999999,0.26
624,rice,2000,summer,karnataka,1213.3,2.751304348,98.17,0.26
625,safflower,2000,rabi,karnataka,1213.3,0.764,98.17,0.26
626,sannhamp,2000,whole year,karnataka,1213.3,0.285,98.16999999999999,0.26
627,sesamum,2000,kharif,karnataka,1213.3,0.4372,98.17,0.26
628,small millets,2000,kharif,karnataka,1213.3,0.686363636,98.17,0.26
629,soyabean,2000,kharif,karnataka,1213.3,1.01,98.17,0.26
630,sugarcane,2000,whole year,karnataka,1213.3,98.80038462,98.17,0.26
631,sunflower,2000,kharif,karnataka,1213.3,0.5375,98.17,0.26
632,sunflower,2000,rabi,karnataka,1213.3,0.510434783,98.17,0.26
633,sunflower,2000,summer,karnataka,1213.3,0.7235,98.17,0.26
634,sweet potato,2000,whole year,karnataka,1213.3,6.222142857,98.17,0.26
635,tapioca,2000,whole year,karnataka,1213.3,9.558571429,98.17,0.26
636,tobacco,2000,whole year,karnataka,1213.3,0.722857143,98.17,0.26
637,turmeric,2000,whole year,karnataka,1213.3,4.298095238,98.17,0.26
638,urad,2000,kharif,karnataka,1213.3,0.3965,98.17,0.26
639,urad,2000,rabi,karnataka,1213.3,0.363125,98.17,0.26
640,wheat,2000,rabi,karnataka,1213.3,0.93375,98.17,0.26
642,banana,2000,whole year,kerala,2412.6,7.457857143,98.17,0.26
643,black pepper,2000,whole year,kerala,2412.6,0.22,98.17,0.26
644,cardamom,2000,whole year,kerala,2412.6,0.055,98.17,0.25999999999999995
645,cashewnut,2000,whole year,kerala,2412.6,0.507857143,98.17,0.26
647,cotton(lint),2000,kharif,kerala,2412.6,1.61,98.17,0.26
648,garlic,2000,whole year,kerala,2412.6,17.0,98.17,0.26
649,ginger,2000,whole year,kerala,2412.6,2.957142857,98.17,0.26
650,groundnut,2000,kharif,kerala,2412.6,0.37,98.17,0.26
651,jowar,2000,kharif,kerala,2412.6,0.51,98.17,0.26
652,ragi,2000,kharif,kerala,2412.6,0.813333333,98.17,0.26
653,rice,2000,autumn,kerala,2412.6,1.938461538,98.17,0.25999999999999995
654,rice,2000,summer,kerala,2412.6,2.23,98.17,0.26
655,rice,2000,winter,kerala,2412.6,2.042857143,98.17,0.26
656,sesamum,2000,kharif,kerala,2412.6,0.345833333,98.17,0.26
657,sugarcane,2000,whole year,kerala,2412.6,90.19,98.17,0.26
658,sweet potato,2000,whole year,kerala,2412.6,11.46615385,98.17,0.26
659,tapioca,2000,whole year,kerala,2412.6,24.29642857,98.16999999999999,0.26
660,tobacco,2000,whole year,kerala,2412.6,5.57,98.17,0.26
661,turmeric,2000,whole year,kerala,2412.6,1.905714286,98.17,0.26
689,bajra,2000,kharif,puducherry,1434.5875,2.76,98.16999999999999,0.26
690,banana,2000,whole year,puducherry,1434.5875,26.25,98.17,0.26
691,black pepper,2000,whole year,puducherry,1434.5875,0.58,98.17,0.26
692,cashewnut,2000,whole year,puducherry,1434.5875,0.603333333,98.17,0.26
694,coriander,2000,whole year,puducherry,1434.5875,1.0,98.17,0.26
695,cotton(lint),2000,kharif,puducherry,1434.5875,5.11,98.16999999999999,0.26
696,dry chillies,2000,whole year,puducherry,1434.5875,2.6775,98.17,0.26
697,ginger,2000,kharif,puducherry,1434.5875,0.54,98.17,0.26
698,groundnut,2000,kharif,puducherry,1434.5875,1.62,98.17,0.26
699,jowar,2000,kharif,puducherry,1434.5875,1.0,98.17,0.26
700,moong(green gram),2000,kharif,puducherry,1434.5875,0.586666667,98.17,0.26
701,moong(green gram),2000,rabi,puducherry,1434.5875,0.586666667,98.17,0.26
702,onion,2000,whole year,puducherry,1434.5875,15.54,98.17,0.26
703,other  rabi pulses,2000,rabi,puducherry,1434.5875,1.18,98.17,0.26
704,ragi,2000,kharif,puducherry,1434.5875,2.21,98.17,0.26
705,rapeseed &mustard,2000,rabi,puducherry,1434.5875,6.265,98.17,0.26
706,rice,2000,kharif,puducherry,1434.5875,2.605,98.16999999999999,0.26
707,sugarcane,2000,whole year,puducherry,1434.5875,81.17,98.17,0.26
708,tapioca,2000,whole year,puducherry,1434.5875,18.69,98.17,0.26
709,urad,2000,kharif,puducherry,1434.5875,0.706666667,98.17,0.26
710,urad,2000,rabi,puducherry,1434.5875,0.706666667,98.17,0.26
712,arhar/tur,2000,kharif,west bengal,1907.7,0.686153846,98.17,0.26
713,bajra,2000,kharif,west bengal,1907.7,0.8875,98.17,0.26
714,barley,2000,rabi,west bengal,1907.7,0.62,98.17,0.26
715,castor seed,2000,kharif,west bengal,1907.7,1.27,98.17,0.26
717,cotton(lint),2000,kharif,west bengal,1907.7,2.3,98.17,0.26
718,dry chillies,2000,whole year,west bengal,1907.7,0.941111111,98.17,0.26
719,ginger,2000,kharif,west bengal,1907.7,1.524444444,98.17,0.26
720,gram,2000,rabi,west bengal,1907.7,0.806428571,98.17,0.26
721,groundnut,2000,kharif,west bengal,1907.7,0.968333333,98.17,0.26
722,groundnut,2000,rabi,west bengal,1907.7,1.37,98.17,0.26
723,groundnut,2000,summer,west bengal,1907.7,1.355625,98.17,0.26
724,horse-gram,2000,rabi,west bengal,1907.7,0.49,98.17,0.25999999999999995
725,jowar,2000,kharif,west bengal,1907.7,0.578333333,98.17,0.26
726,jute,2000,kharif,west bengal,1907.7,13.52411765,98.17,0.26
727,khesari,2000,rabi,west bengal,1907.7,1.001875,98.17,0.26
728,linseed,2000,rabi,west bengal,1907.7,0.460769231,98.17,0.26
729,maize,2000,kharif,west bengal,1907.7,2.568571429,98.17,0.26
730,masoor,2000,rabi,west bengal,1907.7,0.87625,98.17,0.26
731,mesta,2000,kharif,west bengal,1907.7,6.860833333,98.17,0.26
732,moong(green gram),2000,kharif,west bengal,1907.7,0.498571429,98.17,0.26
733,moong(green gram),2000,rabi,west bengal,1907.7,0.583636364,98.17,0.26
734,moong(green gram),2000,summer,west bengal,1907.7,0.544666667,98.17,0.25999999999999995
735,niger seed,2000,kharif,west bengal,1907.7,0.405555556,98.16999999999999,0.26
736,other kharif pulses,2000,kharif,west bengal,1907.7,0.548333333,98.17,0.26
737,peas & beans (pulses),2000,rabi,west bengal,1907.7,0.843333333,98.17,0.26
738,potato,2000,whole year,west bengal,1907.7,22.39388889,98.17,0.26
739,ragi,2000,kharif,west bengal,1907.7,0.926,98.16999999999999,0.26
740,rapeseed &mustard,2000,rabi,west bengal,1907.7,0.841666667,98.16999999999999,0.26
741,rice,2000,autumn,west bengal,1907.7,1.648333333,98.16999999999999,0.26
742,rice,2000,summer,west bengal,1907.7,3.021111111,98.17000002140043,0.26
743,rice,2000,winter,west bengal,1907.7,1.876111111,98.1700000109904,0.26
744,safflower,2000,rabi,west bengal,1907.7,0.3,98.16999999999999,0.26
745,sannhamp,2000,whole year,west bengal,1907.7,4.527142857,98.17,0.26
746,sesamum,2000,whole year,west bengal,1907.7,0.736111111,98.16999999999999,0.26
747,small millets,2000,kharif,west bengal,1907.7,0.682857143,98.17,0.26
748,small millets,2000,rabi,west bengal,1907.7,0.946666667,98.17,0.26
749,soyabean,2000,kharif,west bengal,1907.7,0.5775,98.17,0.26
750,sugarcane,2000,whole year,west bengal,1907.7,67.08461538,98.16999999999999,0.26
751,sunflower,2000,kharif,west bengal,1907.7,1.276666667,98.17,0.26
752,tobacco,2000,whole year,west bengal,1907.7,0.598,98.17,0.26
753,turmeric,2000,whole year,west bengal,1907.7,1.536111111,98.17,0.26
754,urad,2000,kharif,west bengal,1907.7,0.462222222,98.17,0.26
755,urad,2000,rabi,west bengal,1907.7,0.612307692,98.17,0.26
756,wheat,2000,rabi,west bengal,1907.7,2.330555556,98.17,0.26
758,arhar/tur,2001,kharif,andhra pradesh,928.4,0.465,102.13000000000001,0.26
759,arhar/tur,2001,rabi,andhra pradesh,928.4,0.46,102.13,0.26
760,bajra,2001,kharif,andhra pradesh,928.4,0.851764706,102.13,0.25999999999999995
761,bajra,2001,rabi,andhra pradesh,928.4,0.795,102.13000000000001,0.26
762,banana,2001,whole year,andhra pradesh,928.4,11.73363636,102.13000000000001,0.26
763,cashewnut,2001,whole year,andhra pradesh,928.4,0.236,102.13,0.25999999999999995
764,castor seed,2001,kharif,andhra pradesh,928.4,0.296842105,102.13000000000001,0.26
766,coriander,2001,whole year,andhra pradesh,928.4,0.531176471,102.13000000000001,0.26
